user_id,sex,number_dependents_median,total_loan,more_90_days_overdue,number_times_delayed_payment_loan_30_59_days,number_times_delayed_payment_loan_60_89_days,using_lines_not_secured_personal_assets,debt_ratio,default_flag,clean_loan_type_Other,clean_loan_type_Real Estate,clean_loan_type_null,age_21-41 anos,age_41-52 anos,age_52-63 anos,age_63-109 anos,salary_0-3900,salary_3900-5400,salary_5400-7416,salary_7416-1560100,sex_F,sex_M,age_quartile,salary_quartile,pontuacao,score
6739,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
12325,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
20499,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
22325,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
20389,M,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,11,1
16567,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
31696,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
19944,F,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,6,0
10015,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
15962,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
20883,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
29636,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
19812,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
21337,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
33668,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
31805,M,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,9,1
12306,F,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
16805,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
549,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
21502,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
5364,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,7,0
29510,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
20291,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
164,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
3624,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
18406,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
17030,F,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,6,0
22875,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
25755,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
17327,M,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
35180,M,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
5089,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
11329,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
27612,M,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
22602,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
30427,M,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
20078,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,7,0
352,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
32076,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
22872,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
10570,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
34317,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
29831,M,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,6,0
28276,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
30180,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
25914,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
5887,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
24972,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
18263,M,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
14028,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
18266,F,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
17357,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
1021,F,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,10,1
15834,M,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
1077,M,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,9,1
32994,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
32060,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
8682,M,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,9,1
5301,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,8,0
21700,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
35153,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
6279,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,8,0
6963,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
31615,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
18509,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
5411,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
32720,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
8289,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
6934,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
8502,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
20220,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
7402,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
24758,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
14199,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
13513,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
20492,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,8,0
32709,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
18518,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
7449,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
1683,M,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,9,1
15898,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
22493,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,8,0
24151,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
22538,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,8,0
7629,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
31912,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
28651,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
3041,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
4017,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
12580,M,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
13811,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
23410,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
18635,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
842,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
27135,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
21430,F,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,6,0
29115,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
3901,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
17322,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
9304,F,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,7,0
4194,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
26853,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
15741,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
14748,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
18677,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
18139,F,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,8,0
22054,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
35754,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
28743,M,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,9,1
20818,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,8,0
29300,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
30241,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
7086,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
11515,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
16286,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
29522,M,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,6,0
30649,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
7020,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
12953,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
9759,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
23255,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
15504,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
23343,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
10404,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
7203,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
7338,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,7,0
21884,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
34685,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
28347,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
30783,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
16213,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
335,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
34123,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
5024,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
24604,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
13327,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
23526,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
8958,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
30960,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
9479,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
4383,M,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,9,1
17669,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
15508,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
35217,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
6690,F,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,9,1
17604,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,8,0
16004,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
7304,F,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,6,0
16581,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
21981,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,7,0
27013,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
6341,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
29154,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
23114,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
29193,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
33955,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
2162,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
1184,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
10406,F,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
21354,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
1924,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,52-63 anos,0-3900,7,0
12574,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,7,0
23932,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
3939,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,8,0
21451,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
8975,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
18347,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
5539,F,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,8,0
1625,M,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,9,1
23987,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
33189,M,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,8,0
4899,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
15576,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
7258,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
14399,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
17320,M,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,6,0
30505,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
20182,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
28543,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
12661,F,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
25438,F,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,9,1
33500,M,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,9,1
6285,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
15976,F,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,6,0
21921,F,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,9,1
17985,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
27566,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
18318,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
23725,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
32417,M,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
14988,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
9952,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
25744,F,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,10,1
1528,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
29974,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
25251,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
10559,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
20752,M,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
35304,F,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,8,0
21902,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,7,0
24095,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,8,0
32053,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
10378,F,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,52-63 anos,7416-1560100,7,0
28297,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,8,0
10028,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,7,0
15890,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
6236,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
11228,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
22298,F,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,52-63 anos,3900-5400,7,0
2345,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,52-63 anos,5400-7416,8,0
13987,M,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,52-63 anos,0-3900,8,0
20010,F,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,52-63 anos,5400-7416,9,1
12000,M,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,52-63 anos,3900-5400,7,0
11295,M,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,52-63 anos,7416-1560100,9,1
